lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
13218,hörpuslagari,\N,main,[hœrpuslaɣari],n.,m.,"<div class=""oldnorse bodytext""><i>harper</i>.</div>",harper.,harper
13220,hörpuslagr,\N,main,[hœrpuslaɣr],n.,m.,"<div class=""oldnorse bodytext""><i>striking the harp</i>.</div>",striking the harp.,striking the harp
13229,hörundslitr,\N,main,[hœrundslitr],n.,m.,"<div class=""oldnorse bodytext"">= hörundarlitr.</div>",= hörundarlitr.,\N
13245,iðjuleysi,\N,main,[iðjulɐysi],n.,n.,"<div class=""oldnorse bodytext"">idleness.</div>",idleness.,\N
13258,iðranarfullr,\N,main,[iðranarvulːr],a. ,\N,"<div class=""oldnorse bodytext""><i>repentant, penitent</i>.</div>","repentant, penitent.","repentant, penitent"
13265,iðugliga,\N,main,[iðuɣliɣa],\N,\N,"<div class=""oldnorse bodytext"">= iðuliga.</div>",= iðuliga.,\N
13267,iðugligr,\N,main,[iðuɣliɣr],\N,\N,"<div class=""oldnorse bodytext"">= iðuligr.</div>",= iðuligr.,\N
13280,illbragð,\N,main,[ilːbraɣð],n.,n.,"<div class=""oldnorse bodytext""><i>bad trick</i>.</div>",bad trick.,bad trick
13284,illdýri,\N,main,[ilːdyːri],n.,n.,"<div class=""oldnorse bodytext""><i>noxious animal</i>.</div>",noxious animal.,noxious animal
13285,meinkvikendi,\N,main,[mɛinkvikɛndi],n.,n.,"<div class=""oldnorse bodytext""><i>noxious animal</i>.</div>",noxious animal.,noxious animal
13294,illgirnd,\N,main,[ilːɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>ill-will, ill-nature, malice</i>.</div>","ill-will, ill-nature, malice.","ill-will, ill-nature, malice"
13303,illgørðamaðr,\N,main,[ilːɣørðamaðr],n.,m.,"<div class=""oldnorse bodytext""><i>evil-doer</i>.</div>",evil-doer.,evil-doer
13309,illkvikendi,\N,main,[ilːkvikɛndi],n.,n.,"<div class=""oldnorse bodytext""><i>noxious beast</i>.</div>",noxious beast.,noxious beast
13323,illmennska,\N,main,[ilːmɛnːska],n.,f.,"<div class=""oldnorse bodytext""><i>wickedness, cruelty</i>.</div>","wickedness, cruelty.","wickedness, cruelty"
13343,illviðri,\N,main,[ilːviðri],n.,n.,"<div class=""oldnorse bodytext""><i>bad weather</i>.</div>",bad weather.,bad weather
13370,innanborðs,\N,main,[inːanbɔrðs],adv.,\N,"<div class=""oldnorse bodytext""><i>on board</i>.</div>",on board.,on board
13388,innblástr,\N,main,[inːblaːstr],n.,m.,"<div class=""oldnorse bodytext""><i>inspiration</i>.</div>",inspiration.,inspiration
13410,innkoma,\N,main,[inːkɔma],n.,f.,"<div class=""oldnorse bodytext""><i>coming in, arrival</i>.</div>","coming in, arrival.","coming in, arrival"
13432,innvirðiliga,\N,main,[inːvirðiliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>closely, minutely</i>, = einvirðuliga.</div>","closely, minutely, = einvirðuliga.","closely, minutely"
13453,íhlutanarmikill,\N,main,[iːhlutanarmikilː],a. ,\N,"<div class=""oldnorse bodytext""><i>meddlesome, interfering</i>.</div>","meddlesome, interfering.","meddlesome, interfering"
13489,ískaldr,\N,main,[iːskaldr],a. ,\N,"<div class=""oldnorse bodytext""><i>ice-cold</i>.</div>",ice-cold.,ice-cold
13502,ístig,\N,main,[iːstiɣ],n.,n.,"<div class=""oldnorse bodytext"">= ístað.</div>",= ístað.,\N
13509,ítrborinn,\N,main,[iːtrbɔrinː],pp. ,\N,"<div class=""oldnorse bodytext""><i>high-born</i>.</div>",high-born.,high-born
13510,ríkborinn,\N,main,[riːkbɔrinː],pp. ,\N,"<div class=""oldnorse bodytext""><i>high-born</i>.</div>",high-born.,high-born
13511,stórborinn,\N,main,[stoːrbɔrinː],pp. ,\N,"<div class=""oldnorse bodytext""><i>high-born</i>.</div>",high-born.,high-born
13521,íviði,\N,main,[iːviði],n.,n.,"<div class=""oldnorse bodytext"">(Völuspá 2)?.</div>",(Völuspá 2)?.,\N
13525,íþróttalauss,\N,main,[iːθroːtːalɒusː],a. ,\N,"<div class=""oldnorse bodytext""><i>unskilled</i>.</div>",unskilled.,unskilled
13526,únœfr,\N,main,[uːnœːvr],a. ,\N,"<div class=""oldnorse bodytext""><i>unskilled</i>.</div>",unskilled.,unskilled
13531,í nóg,\N,main,[iː noːɣ],adv.,\N,"<div class=""oldnorse bodytext""><i>enough</i>.</div>",enough.,enough
13560,jafngirnd,\N,main,[javnɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>equity, fairness</i>.</div>","equity, fairness.","equity, fairness"
13578,jafnlyndr,\N,main,[javnlyndr],a. ,\N,"<div class=""oldnorse bodytext""><i>even-tempered</i>.</div>",even-tempered.,even-tempered
13608,jamn-,\N,main,[jamn],\N,\N,"<div class=""oldnorse bodytext"">see jafn-.</div>",see jafn-.,\N
13610,Jamtar,\N,main,[jamtar],n.,m.,"<div class=""oldnorse bodytext"">pl. <i>men from Jamtaland</i> in Sweden.</div>",pl. men from Jamtaland in Sweden.,men from Jamtaland
13635,jarðligr,\N,main,[jarðliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>earthly</i>.</div>",earthly.,earthly
13640,jarðskjálfti,\N,main,[jarðskjaːlfti],n.,m.,"<div class=""oldnorse bodytext""><i>earthquake</i>.</div>",earthquake.,earthquake
13660,jartegn,\N,main,[jartɛɣn],n.,n.,"<div class=""oldnorse bodytext""></div>",,\N
13661,jarteikn,\N,main,[jartɛikn],n.,n.,"<div class=""oldnorse bodytext""></div>",,\N
13663,jartegna,\N,main,[jartɛɣna],\N,\N,"<div class=""oldnorse bodytext"">(að or -di, -dr), v. <i>to betoken</i>.</div>","(að or -di, -dr), v. to betoken.",to betoken
13668,jaxlaverkr,\N,main,[jakslavɛrkr],n.,m.,"<div class=""oldnorse bodytext""><i>tooth-ache</i>.</div>",tooth-ache.,tooth-ache
13692,járngørðarmaðr,\N,main,[jaːrnɣørðarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>blacksmith</i>.</div>",blacksmith.,blacksmith
13705,járnloka,\N,main,[jaːrnlɔka],n.,f.,"<div class=""oldnorse bodytext""><i>iron bar</i>.</div>",iron bar.,iron bar
13706,járnslá,\N,main,[jaːrnslaː],n.,f.,"<div class=""oldnorse bodytext""><i>iron bar</i>.</div>",iron bar.,iron bar
13730,játa,\N,main,[jaːta],\N,\N,"<div class=""oldnorse bodytext"">(að, or -tta, -ttr), v.</div>","(að, or -tta, -ttr), v.",\N
13732,játan,\N,main,[jaːtan],n.,f.,"<div class=""oldnorse bodytext""></div>",,\N
13768,Jórsalaferð,\N,main,[joːrsalavɛrð],n.,f.,"<div class=""oldnorse bodytext""><i>journey to J.</i>.</div>",journey to J..,journey to J.
13780,jöfn,\N,main,[jœvn],\N,\N,"<div class=""oldnorse bodytext"">from jafn, ‘jamn’, <i>even</i>.</div>","from jafn, ‘jamn’, even.",even
13867,kappmæli,\N,main,[kapːmɛːli],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>dispute</i>.</div>",pl. dispute.,dispute
13875,kappsemd,\N,main,[kapːsɛmd],n.,f.,"<div class=""oldnorse bodytext""><i>energy, headstrong character</i>.</div>","energy, headstrong character.","energy, headstrong character"
13885,kararkerling,\N,main,[kararkɛrlinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>bedridden old woman</i>.</div>",bedridden old woman.,bedridden old woman
13896,karlaföt,\N,main,[karlavœt],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>men’s attire</i>.</div>",pl. men’s attire.,men’s attire
13936,kastar,\N,main,[kastar],\N,\N,"<div class=""oldnorse bodytext"">from köstr, <i>pile</i>.</div>","from köstr, pile.",pile
13938,katlari,\N,main,[katlari],n.,m.,"<div class=""oldnorse bodytext""><i>kettlemaker</i>.</div>",kettlemaker.,kettlemaker
13941,kattar,\N,main,[katːar],\N,\N,"<div class=""oldnorse bodytext"">from köttr, <i>cat</i>.</div>","from köttr, cat.",cat
13988,kaus,\N,main,[kɒus],\N,\N,"<div class=""oldnorse bodytext"">from kjósa.</div>",from kjósa.,\N
13989,kosinn,\N,main,[kɔsinː],\N,\N,"<div class=""oldnorse bodytext"">from kjósa.</div>",from kjósa.,\N
13990,kysi,\N,main,[kysi],\N,\N,"<div class=""oldnorse bodytext"">from kjósa.</div>",from kjósa.,\N
13991,kýs,\N,main,[kyːs],\N,\N,"<div class=""oldnorse bodytext"">from kjósa.</div>",from kjósa.,\N
13996,kálfi,\N,main,[kaːlvi],n.,m.,"<div class=""oldnorse bodytext""><i>the calf of the leg</i>.</div>",the calf of the leg.,the calf of the leg
14003,kápuhattr,\N,main,[kaːpuhatːr],n.,m.,"<div class=""oldnorse bodytext""><i>the hood of a</i> kápa.</div>",the hood of a kápa.,the hood of a
14012,kávísligr,\N,main,[kaːviːsliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>quarrelsome, meddlesome</i>.</div>","quarrelsome, meddlesome.","quarrelsome, meddlesome"
14035,kell,\N,main,[kɛlː],\N,\N,"<div class=""oldnorse bodytext"">from kala.</div>",from kala.,\N
14036,kól,\N,main,[koːl],\N,\N,"<div class=""oldnorse bodytext"">from kala.</div>",from kala.,\N
14042,kemr,\N,main,[kɛmr],\N,\N,"<div class=""oldnorse bodytext"">from koma.</div>",from koma.,\N
14043,kómu,\N,main,[koːmu],\N,\N,"<div class=""oldnorse bodytext"">from koma.</div>",from koma.,\N
14044,kvámu,\N,main,[kvaːmu],\N,\N,"<div class=""oldnorse bodytext"">from koma.</div>",from koma.,\N
14045,kvæmi,\N,main,[kvɛːmi],\N,\N,"<div class=""oldnorse bodytext"">from koma.</div>",from koma.,\N
14046,kœmi,\N,main,[kœːmi],\N,\N,"<div class=""oldnorse bodytext"">from koma.</div>",from koma.,\N
14052,kennari,\N,main,[kɛnːari],n.,m.,"<div class=""oldnorse bodytext""><i>teacher, master</i>.</div>","teacher, master.","teacher, master"
14058,kennimannsskapr,\N,main,[kɛnːimanːsːkapr],n.,m.,"<div class=""oldnorse bodytext""><i>priesthood</i>.</div>",priesthood.,priesthood
14062,kenningarnafn,\N,main,[kɛnːinɣarnavn],n.,n.,"<div class=""oldnorse bodytext""><i>surname</i>.</div>",surname.,surname
14083,kerskimáll,\N,main,[kɛrskimaːlː],a. ,\N,"<div class=""oldnorse bodytext""><i>facetious</i>.</div>",facetious.,facetious
14098,keskifimr,\N,main,[kɛskivimr],a. ,\N,"<div class=""oldnorse bodytext""><i>witty</i>.</div>",witty.,witty
14128,kinnbein,\N,main,[kinːbɛin],n.,n.,"<div class=""oldnorse bodytext""><i>cheek-bone</i>.</div>",cheek-bone.,cheek-bone
14153,kirkjuganga,\N,main,[kirkjuɣanɣa],n.,f.,"<div class=""oldnorse bodytext""><i>church-going</i>.</div>",church-going.,church-going
14168,kirkjuskraut,\N,main,[kirkjuskrɒut],n.,n.,"<div class=""oldnorse bodytext""><i>church ornament</i>.</div>",church ornament.,church ornament
14188,kífinn,\N,main,[kiːvinː],a. ,\N,"<div class=""oldnorse bodytext""><i>quarrelsome</i>.</div>",quarrelsome.,quarrelsome
14308,klofinn,\N,main,[klɔvinː],\N,\N,"<div class=""oldnorse bodytext"">from kljúfa.</div>",from kljúfa.,\N
14309,klufu,\N,main,[kluvu],\N,\N,"<div class=""oldnorse bodytext"">from kljúfa.</div>",from kljúfa.,\N
14310,klyfi,\N,main,[klyvi],\N,\N,"<div class=""oldnorse bodytext"">from kljúfa.</div>",from kljúfa.,\N
14320,klókleiki,\N,main,[kloːklɛiki],n.,m.,"<div class=""oldnorse bodytext"">= klókindi.</div>",= klókindi.,\N
14389,knarrar,\N,main,[knarːar],\N,\N,"<div class=""oldnorse bodytext"">from knörr, <i>ship</i>.</div>","from knörr, ship.",ship
14393,knarrarsmiðr,\N,main,[knarːarsmiðr],n.,m.,"<div class=""oldnorse bodytext""><i>shipwright</i>.</div>",shipwright.,shipwright
14395,knattdrepa,\N,main,[knatːdrɛpa],n.,f.,"<div class=""oldnorse bodytext"">= knatttré.</div>",= knatttré.,\N
14431,knjá,\N,main,[knjaː],\N,\N,"<div class=""oldnorse bodytext"">from kné, <i>knee</i>.</div>","from kné, knee.",knee
14436,knúði,\N,main,[knuːði],\N,\N,"<div class=""oldnorse bodytext"">from knýja.</div>",from knýja.,\N
14468,kolakarl,\N,main,[kɔlakarl],n.,m.,"<div class=""oldnorse bodytext""><i>charcoal-maker</i>.</div>",charcoal-maker.,charcoal-maker
14473,kolblar,\N,main,[kɔlblar],a. ,\N,"<div class=""oldnorse bodytext""><i>coal-black</i>.</div>",coal-black.,coal-black
14524,konungríki,\N,main,[kɔnunɣriːki],n.,n.,"<div class=""oldnorse bodytext""><i>kingdom</i>.</div>",kingdom.,kingdom
14562,kornfrjó,\N,main,[kɔrnvrjoː],n.,n.,"<div class=""oldnorse bodytext""><i>seed-corn</i>.</div>",seed-corn.,seed-corn
14576,kosning,\N,main,[kɔsninɣ],n.,f.,"<div class=""oldnorse bodytext""><i>election</i>.</div>",election.,election
14587,kostavandr,\N,main,[kɔstavandr],a. ,\N,"<div class=""oldnorse bodytext""><i>fastidious</i>.</div>",fastidious.,fastidious
14597,kostgæfligr,\N,main,[kɔstɣɛːvliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>painstaking, diligent</i>.</div>","painstaking, diligent.","painstaking, diligent"
14602,kostligr,\N,main,[kɔstliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>desirable, advantageous</i>.</div>","desirable, advantageous.","desirable, advantageous"
14605,kostnaðarmikill,\N,main,[kɔstnaðarmikilː],a. ,\N,"<div class=""oldnorse bodytext""><i>very costly, expensive</i>.</div>","very costly, expensive.","very costly, expensive"
14618,kóðu,\N,main,[koːðu],\N,\N,"<div class=""oldnorse bodytext"">from kveða.</div>",from kveða.,\N
14619,kvað,\N,main,[kvað],\N,\N,"<div class=""oldnorse bodytext"">from kveða.</div>",from kveða.,\N
14640,krabbamark,\N,main,[krabːamark],n.,n.,"<div class=""oldnorse bodytext""><i>the zodiacal sign Cancer</i>.</div>",the zodiacal sign Cancer.,the zodiacal sign Cancer
14653,krangr,\N,main,[kranɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>weak, frail</i>.</div>","weak, frail.","weak, frail"
14674,kraup,\N,main,[krɒup],\N,\N,"<div class=""oldnorse bodytext"">from krjúpa.</div>",from krjúpa.,\N
14675,kropinn,\N,main,[krɔpinː],\N,\N,"<div class=""oldnorse bodytext"">from krjúpa.</div>",from krjúpa.,\N
14676,krupu,\N,main,[krupu],\N,\N,"<div class=""oldnorse bodytext"">from krjúpa.</div>",from krjúpa.,\N
14677,krypi,\N,main,[krypi],\N,\N,"<div class=""oldnorse bodytext"">from krjúpa.</div>",from krjúpa.,\N
14753,krydd,\N,main,[krydː],n.,n.,"<div class=""oldnorse bodytext"">spice.</div>",spice.,\N
14757,kryppill,\N,main,[krypːilː],n.,m.,"<div class=""oldnorse bodytext"">cripple.</div>",cripple.,\N
14758,krypplingr,\N,main,[krypːlinɣr],n.,m.,"<div class=""oldnorse bodytext"">cripple.</div>",cripple.,\N
14785,kumbl,\N,main,[kumbl],n.,n.,"<div class=""oldnorse bodytext""></div>",,\N
14787,kumbla,\N,main,[kumbla],\N,\N,"<div class=""oldnorse bodytext"">(að), v. <i>to bruise, wound</i> (sárr ok kumlaðr).</div>","(að), v. to bruise, wound (sárr ok kumlaðr).","to bruise, wound"
14796,kunnasta,\N,main,[kunːasta],n.,f.,"<div class=""oldnorse bodytext""><i>knowledge; magical lore</i>.</div>",knowledge; magical lore.,knowledge; magical lore
14803,kunnleiki,\N,main,[kunːlɛiki],n.,m.,"<div class=""oldnorse bodytext""></div>",,\N
14829,kvaddi,\N,main,[kvadːi],\N,\N,"<div class=""oldnorse bodytext"">from kveðja.</div>",from kveðja.,\N
14830,kvatt,\N,main,[kvatː],\N,\N,"<div class=""oldnorse bodytext"">from kveðja.</div>",from kveðja.,\N
14838,kvalari,\N,main,[kvalari],n.,m.,"<div class=""oldnorse bodytext""><i>tormentor</i>.</div>",tormentor.,tormentor
14840,kvalastaðr,\N,main,[kvalastaðr],n.,m.,"<div class=""oldnorse bodytext""><i>place of torment</i>.</div>",place of torment.,place of torment
14843,kvalði,\N,main,[kvalði],\N,\N,"<div class=""oldnorse bodytext"">from kvelja.</div>",from kvelja.,\N
14872,kveiking,\N,main,[kvɛikinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>kindling</i>.</div>",kindling.,kindling
14873,uppkveiking,\N,main,[upːkvɛikinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>kindling</i>.</div>",kindling.,kindling
14879,kveinan,\N,main,[kvɛinan],n.,f.,"<div class=""oldnorse bodytext""><i>wailing</i>.</div>",wailing.,wailing
14906,kvennabúnaðr,\N,main,[kvɛnːabuːnaðr],n.,m.,"<div class=""oldnorse bodytext""><i>women’s attire</i>.</div>",women’s attire.,women’s attire
14909,kvennafólk,\N,main,[kvɛnːavoːlk],n.,n.,"<div class=""oldnorse bodytext""><i>women-folk</i>.</div>",women-folk.,women-folk
14910,kvennalið,\N,main,[kvɛnːalið],n.,n.,"<div class=""oldnorse bodytext""><i>women-folk</i>.</div>",women-folk.,women-folk
14915,kvennahús,\N,main,[kvɛnːahuːs],n.,n.,"<div class=""oldnorse bodytext""><i>lady’s bower</i>.</div>",lady’s bower.,lady’s bower
14977,kviðargirnd,\N,main,[kviðarɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>gluttony</i>.</div>",gluttony.,gluttony
15040,kvændr,\N,main,[kvɛːndr],pp. ,\N,"<div class=""oldnorse bodytext""><i>married</i> (of a man), = kvángaðr.</div>","married (of a man), = kvángaðr.",married
15063,kyngöfugr,\N,main,[kynɣœvuɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>of noble extraction</i>.</div>",of noble extraction.,of noble extraction
15064,kynstórr,\N,main,[kynstoːrː],a. ,\N,"<div class=""oldnorse bodytext""><i>of noble extraction</i>.</div>",of noble extraction.,of noble extraction
15077,kynlítill,\N,main,[kynliːtilː],a. ,\N,"<div class=""oldnorse bodytext""><i>of low extraction</i>.</div>",of low extraction.,of low extraction
15078,kynsmár,\N,main,[kynsmaːr],a. ,\N,"<div class=""oldnorse bodytext""><i>of low extraction</i>.</div>",of low extraction.,of low extraction
15088,kynnisleit,\N,main,[kynːislɛit],n.,f.,"<div class=""oldnorse bodytext""><i>visit</i>.</div>",visit.,visit
15100,kynþáttr,\N,main,[kynθaːtːr],n.,m.,"<div class=""oldnorse bodytext""><i>lineage</i>.</div>",lineage.,lineage
15112,kyrrligr,\N,main,[kyrːliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>calm</i>.</div>",calm.,calm
15178,laðrúnn,\N,main,[laðruːnː],n.,m.,"<div class=""oldnorse bodytext""><i>robber</i>.</div>",robber.,robber
15179,raufari,\N,main,[rɒuvari],n.,m.,"<div class=""oldnorse bodytext""><i>robber</i>.</div>",robber.,robber
15180,ránsmaðr,\N,main,[raːnsmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>robber</i>.</div>",robber.,robber
15187,lagaafbrigði,\N,main,[laɣaːvbriɣði],n.,n.,"<div class=""oldnorse bodytext""><i>breach of law</i>.</div>",breach of law.,breach of law
15188,lagabrot,\N,main,[laɣabrɔt],n.,n.,"<div class=""oldnorse bodytext""><i>breach of law</i>.</div>",breach of law.,breach of law
15208,lagar,\N,main,[laɣar],\N,\N,"<div class=""oldnorse bodytext"">from lögr, <i>water</i>.</div>","from lögr, water.",water
15213,lagaskilnaðr,\N,main,[laɣaskilnaðr],n.,m.,"<div class=""oldnorse bodytext""><i>legal divorce</i>.</div>",legal divorce.,legal divorce
15219,lagði,\N,main,[laɣði],\N,\N,"<div class=""oldnorse bodytext"">from leggja.</div>",from leggja.,\N
15220,lagt,\N,main,[laɣt],\N,\N,"<div class=""oldnorse bodytext"">from leggja.</div>",from leggja.,\N
15231,lak,\N,main,[lak],\N,\N,"<div class=""oldnorse bodytext"">from leka.</div>",from leka.,\N
15232,láku,\N,main,[laːku],\N,\N,"<div class=""oldnorse bodytext"">from leka.</div>",from leka.,\N
15255,landaripting,\N,main,[landariptinɣ],n.,f.,"<div class=""oldnorse bodytext"">= landabrigði.</div>",= landabrigði.,\N
15256,landbrigð,\N,main,[landbriɣð],n.,f.,"<div class=""oldnorse bodytext"">= landabrigði.</div>",= landabrigði.,\N
15275,landgæzla,\N,main,[landɣɛːtsla],n.,f.,"<div class=""oldnorse bodytext""><i>defence of the land</i>.</div>",defence of the land.,defence of the land
15300,landrögnir,\N,main,[landrœɣnir],n.,m.,"<div class=""oldnorse bodytext"">poet. <i>prince, king</i>.</div>","poet. prince, king.","prince, king"
15311,landseti,\N,main,[landsɛti],n.,m.,"<div class=""oldnorse bodytext""><i>tenant</i>.</div>",tenant.,tenant
15319,landsherr,\N,main,[landshɛrː],n.,m.,"<div class=""oldnorse bodytext"">= landsfólk.</div>",= landsfólk.,\N
15322,landshornamaðr,\N,main,[landshɔrnamaðr],n.,m.,"<div class=""oldnorse bodytext""><i>landlouper</i>.</div>",landlouper.,landlouper
15323,landsofringi,\N,main,[landsɔvrinɣi],n.,m.,"<div class=""oldnorse bodytext""><i>landlouper</i>.</div>",landlouper.,landlouper
15334,landslag,\N,main,[landslaɣ],n.,n.,"<div class=""oldnorse bodytext""><i>nature (physical conditions) of a land</i>.</div>",nature (physical conditions) of a land.,nature (physical conditions) of a land
15345,landsskipan,\N,main,[landsːkipan],n.,f.,"<div class=""oldnorse bodytext"">= landssiðr.</div>",= landssiðr.,\N
15400,langnefjaðr,\N,main,[lanɣnɛvjaðr],a. ,\N,"<div class=""oldnorse bodytext""><i>long-nosed</i>.</div>",long-nosed.,long-nosed
15401,neflangr,\N,main,[nɛvlanɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>long-nosed</i>.</div>",long-nosed.,long-nosed
15434,lanz,\N,main,[lants],\N,\N,"<div class=""oldnorse bodytext"">from land, <i>land</i>.</div>","from land, land.",land
15437,las,\N,main,[las],\N,\N,"<div class=""oldnorse bodytext"">from lesa.</div>",from lesa.,\N
15450,lastsamr,\N,main,[lastsamr],a. ,\N,"<div class=""oldnorse bodytext""><i>slanderous</i>.</div>",slanderous.,slanderous
15458,latínubréf,\N,main,[latiːnubreːv],n.,n.,"<div class=""oldnorse bodytext""><i>Latin book, document, composition</i>.</div>","Latin book, document, composition.","Latin book, document, composition"
15483,laugaraptann,\N,main,[lɒuɣaraptanː],n.,m.,"<div class=""oldnorse bodytext""><i>Saturday evening</i>.</div>",Saturday evening.,Saturday evening
15485,laugardagr,\N,main,[lɒuɣardaɣr],n.,m.,"<div class=""oldnorse bodytext""><i>Saturday</i>.</div>",Saturday.,Saturday
15491,lauk,\N,main,[lɒuk],\N,\N,"<div class=""oldnorse bodytext"">from lúka.</div>",from lúka.,\N
15492,lokinn,\N,main,[lɔkinː],\N,\N,"<div class=""oldnorse bodytext"">from lúka.</div>",from lúka.,\N
15493,luku,\N,main,[luku],\N,\N,"<div class=""oldnorse bodytext"">from lúka.</div>",from lúka.,\N
15494,lyki,\N,main,[lyki],\N,\N,"<div class=""oldnorse bodytext"">from lúka.</div>",from lúka.,\N
15499,launa,\N,main,[lɒuna],\N,\N,"<div class=""oldnorse bodytext"">(að), v. <i>to reward</i>.</div>","(að), v. to reward.",to reward
15519,launvágr,\N,main,[lɒunvaːɣr],n.,m.,"<div class=""oldnorse bodytext""><i>hidden creek</i>.</div>",hidden creek.,hidden creek
15531,lausaklofi,\N,main,[lɒusaklɔvi],n.,m.,"<div class=""oldnorse bodytext""><i>diphthong</i>.</div>",diphthong.,diphthong
15561,laust,\N,main,[lɒust],\N,\N,"<div class=""oldnorse bodytext"">from ljósta.</div>",from ljósta.,\N
15562,lostinn,\N,main,[lɔstinː],\N,\N,"<div class=""oldnorse bodytext"">from ljósta.</div>",from ljósta.,\N
15568,lausungarkona,\N,main,[lɒusunɣarkɔna],n.,f.,"<div class=""oldnorse bodytext""><i>loose woman</i>.</div>",loose woman.,loose woman
15569,léttlætiskona,\N,main,[leːtːlɛːtiskɔna],n.,f.,"<div class=""oldnorse bodytext""><i>loose woman</i>.</div>",loose woman.,loose woman
15597,lágu,\N,main,[laːɣu],\N,\N,"<div class=""oldnorse bodytext"">from liggja.</div>",from liggja.,\N
15598,látt,\N,main,[laːtː],\N,\N,"<div class=""oldnorse bodytext"">from liggja.</div>",from liggja.,\N
15667,leiðarvísir,\N,main,[lɛiðarviːsir],n.,m.,"<div class=""oldnorse bodytext""><i>guide</i>.</div>",guide.,guide
15674,leiðiligr,\N,main,[lɛiðiliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>hideous</i>.</div>",hideous.,hideous
15675,nauðljótr,\N,main,[nɒuðljoːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>hideous</i>.</div>",hideous.,hideous
15706,leiguliði,\N,main,[lɛiɣuliði],n.,m.,"<div class=""oldnorse bodytext""><i>tentant</i>.</div>",tentant.,tentant
15717,leikbróðir,\N,main,[lɛikbroːðir],n.,m.,"<div class=""oldnorse bodytext""><i>playmate</i>.</div>",playmate.,playmate
15725,leikligr,\N,main,[lɛikliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>lay</i>.</div>",lay.,lay
15788,leoparðr,\N,main,[lɛɔparðr],n.,m.,"<div class=""oldnorse bodytext""><i>leopard</i>.</div>",leopard.,leopard
15790,leó,\N,main,[lɛoː],n.,n.,"<div class=""oldnorse bodytext""><i>lion</i>.</div>",lion.,lion
15807,letifullr,\N,main,[lɛtivulːr],a. ,\N,"<div class=""oldnorse bodytext""><i>slovenly</i>.</div>",slovenly.,slovenly
15818,léttbrúnn,\N,main,[leːtːbruːnː],a. ,\N,"<div class=""oldnorse bodytext""><i>of cheerful look</i>.</div>",of cheerful look.,of cheerful look
15820,léttbúinn,\N,main,[leːtːbuːinː],pp. ,\N,"<div class=""oldnorse bodytext""><i>lightly clad</i>.</div>",lightly clad.,lightly clad
15845,leyfi,\N,main,[lɐyvi],n.,n.,"<div class=""oldnorse bodytext""><i>leave, permission</i>.</div>","leave, permission.","leave, permission"
15851,leyndarklefi,\N,main,[lɐyndarklɛvi],n.,m.,"<div class=""oldnorse bodytext""><i>closet</i>.</div>",closet.,closet
15881,liðhenda,\N,main,[liðhɛnda],n.,f.,"<div class=""oldnorse bodytext"">a kind of <i>metre</i>.</div>",a kind of metre.,metre
15886,liðligr,\N,main,[liðliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>adroit, handy</i>.</div>","adroit, handy.","adroit, handy"
15906,liðsinnismaðr,\N,main,[liðsinːismaðr],n.,m.,"<div class=""oldnorse bodytext""><i>helper</i>.</div>",helper.,helper
15907,styrktarmaðr,\N,main,[styrktarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>helper</i>.</div>",helper.,helper
15918,liðsþurft,\N,main,[liðsðurft],n.,f.,"<div class=""oldnorse bodytext""><i>need of help</i>.</div>",need of help.,need of help
15925,liðveizlumaðr,\N,main,[liðvɛitslumaðr],n.,m.,"<div class=""oldnorse bodytext""><i>supporter</i>.</div>",supporter.,supporter
15949,limhlaupa,\N,main,[limhlɒupa],a. ,\N,"<div class=""oldnorse bodytext"">indecl. <i>cowed, prostrate</i>.</div>","indecl. cowed, prostrate.","cowed, prostrate"
15961,linkind,\N,main,[linkind],n.,f.,"<div class=""oldnorse bodytext""><i>mercy</i>.</div>",mercy.,mercy
15968,linmœðinn,\N,main,[linmœːðinː],a. ,\N,"<div class=""oldnorse bodytext""><i>meek, gentle</i>.</div>","meek, gentle.","meek, gentle"
