rt_ref_link_id,rt_ref_link_id_old,orig_lang_abbrev,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
3434,,TB,85448,pok,,,66233,yerkwantai ,,Radkranz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2158,toch. B,conflict
3451,,TB,85706,pok,,,66491,wärto,,"Garten, Wald",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2166,toch. B,conflict
3451,,TB,85707,pok,,,66492,wart(t)o,,"Garten, Wald",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2166,toch. B,conflict
3461,,TB,85852,pok,,,66637,wär-sk-,,riechen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2169,toch. B,conflict
3466,,TB,86001,pok,,,66786,witsako ,,Wurzel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2175,toch. B,conflict
3483,,TB,86228,pok,,,67013,ost ,,Haus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2184,toch. B,conflict
3483,,TB,86229,pok,,,67014,waṣamo ,,Freund,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2184,toch. B,conflict
3483,,TB,86230,pok,,,67015,wsaṣṣäṃ ,,wohnt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2184,toch. B,conflict
186,,TB,86452,pok,,,67237,yaṣi,,Nacht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2196,toch. B,conflict
4294,1080,,11530,nil,36,,2514,ṣar,*ĝʰes-r-,Hand,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
4372,1181,,11881,nil,42,,2865,kewiye,*gʷou̯-i̯o-,zur Kuh gehörig; Butter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
4839,110,,13364,nil,70,,4348,āñme,*h₂ánh₁-men-,Wunsch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
5300,1557,,14865,nil,106,,5849,ñemkälywe ,*k̑léu̯-es-,Ruhm,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
5754,2365,,16433,nil,143,,7417,puwar,ˣph₂u̯ōr,Feuer; Verdauung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6258,2954,,17982,nil,182,,8966,wasto,*du̯i-sth₂-o-,"wieder, zweifach",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6441,2679,,18665,nil,193,,9649,soy,*suH-i̯u-,Sohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6441,2679,,18666,nil,193,,9650,seyi,*suH-i̯u-,Sohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6442,2679,,18667,nil,193,,9651,soṃśke,*suH-nu-kiko/ah₂-,(dear) son,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
125,,TB,21621,pok,,,2399,entwe,,also,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93,toch. B ,conflict
128,,TB,21698,pok,,,2476,appakke,,Vater,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,98,toch. B ,conflict
378,,TB,26840,pok,,,7614,pyautk-,,zustande kommen; med. zustande bringen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,248,toch. B ,conflict
384,,TB,26939,pok,,,7713,paut-,,ehren?,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,249,toch. B ,conflict
598,,TB,31799,pok,,,12573,tāno,,Getreide,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,380,toch. B ,conflict
673,,TB,33445,pok,,,14219,tsaw ,,sich vereinigen (??),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,420,toch. B ,conflict
1436,,TB,49429,pok,,,30203,kraṅko ,,Hahn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,918,toch. B ,conflict
1449,,TB,49581,pok,,,30355,keru ,,Trommel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,918,toch. B ,conflict
1476,,TB,50366,pok,,,31156,kerccīye ,,Palast,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,944,toch. B ,conflict
1992,,TB,58808,pok,,,39598,mañu ,,Verlangen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1278,toch. B ,conflict
2727,,TB,71673,pok,,,52463,kärss-,,schießen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1735,toch. B ,conflict
2932,,TB,76018,pok,,,56808,stäm-,,stehen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1868,toch. B ,conflict
2144,,TA,61318,pok,,,42108,ñu,,neu,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1385,toch. А,conflict
2149,,TA,61400,pok,,,42190,nu,,"aber, denn",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1393,toch. А,conflict
2149,,TA,61418,pok,,,42208,añč,,"unten, nach unten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1394,toch. А,conflict
2238,,TA,62621,pok,,,43411,päśśäṃ,,die beiden Brüste,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1454,toch. А,conflict
1990,,TAB,58849,pok,,,39639,mäsk-,,sein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1280,toch. АB,conflict
617,,TAB,32153,pok,,,12927,tsän,,fließen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,392,toch. АВ,conflict
2485,,TAB,67153,pok,,,47943,räm-,,"sich neigen, beugen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1611,toch. АВ,conflict
20,,TB,19866,pok,,,644,aik(a)re,,krank,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,32,toch. В,conflict
73,,TB,20843,pok,,,1621,alāsk,,beseitigen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,62,toch. В,conflict
80,,TB,20974,pok,,,1752,emalle,,heiß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,71,toch. В,conflict
84,,TB,20998,pok,,,1776,ammakki,,Mutter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,74,toch. В,conflict
97,,TB,21191,pok,,,1969,ānte,,Fläche,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,79,toch. В,conflict
135,,TB,21895,pok,,,2673,ārwer,,bereit,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103,toch. В,conflict
135,,TB,21896,pok,,,2674,ārwar,,bereit,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103,toch. В,conflict
136,,TB,21898,pok,,,2676,ere,,Gesicht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103,toch. В,conflict
143,,TB,21982,pok,,,2760,yarm,,Maß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103,toch. В,conflict
147,,TB,22275,pok,,,3053,ā̆rkwi,,weiß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,112,toch. В,conflict
147,,TB,22276,pok,,,3054,ārcune,,Beiwort des königl. Titels,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,112,toch. В,conflict
173,,TB,22676,pok,,,3454,wa-t,,wo,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130,toch. В,conflict
182,,TB,22775,pok,,,3553,yaitk-,,befehlen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,132,toch. В,conflict
187,,TB,22834,pok,,,3612,om-palokoññe,,meditation,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,134,toch. В,conflict
254,,TB,24376,pok,,,5154,pāke,,Teil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,182,toch. В,conflict
617,,TB,32154,pok,,,12928,tseńe,,flot,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,392,toch. В,conflict
619,,TB,32155,pok,,,12929,tsnam,,écoulement,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,392,toch. В,conflict
729,,TB,34902,pok,,,15676,aik-,,wissen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,457,toch. В,conflict
729,,TB,34903,pok,,,15677,aiś-,,wissen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,457,toch. В,conflict
774,,TB,35995,pok,,,16769,ñunte,,neunte,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,483,toch. В,conflict
1210,,TB,45696,pok,,,26470,kor ,,Nase,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,757,toch. В,conflict
1343,,TB,47530,pok,,,28304,kaut-,,spalten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,855,toch. В,conflict
1344,,TB,47551,pok,,,28325,kau-,,töten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,855,toch. В,conflict
1530,,TB,51352,pok,,,32142,kleŋke,,Befestigung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,974,toch. В,conflict
1754,,TB,54463,pok,,,35253,leke,,Lager,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1128,toch. В,conflict
1754,,TB,54465,pok,,,35255,lyśalyñe ,,das Liegen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1128,toch. В,conflict
1761,,TB,54609,pok,,,35399,lalaṃske,,zart,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1133,toch. В,conflict
1981,,TB,58643,pok,,,39433,misa,,Fleisch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1275,toch. В,conflict
2144,,TB,61319,pok,,,42109,ñune,,neu,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1385,toch. В,conflict
2149,,TB,61401,pok,,,42191,no,,"aber, denn",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1393,toch. В,conflict
2218,,TB,62303,pok,,,43093,pāsk-,,hüten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1440,toch. В,conflict
2238,,TB,62622,pok,,,43412,päšcane,,die beiden Brüste,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1454,toch. В,conflict
2252,,TB,62758,pok,,,43548,pink-,,schreiben,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1457,toch. В,conflict
2252,,TB,62759,pok,,,43549,pai(y)k-,,schreiben,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1457,toch. В,conflict
2485,,TB,67154,pok,,,47944,ram-,,"sich neigen, beugen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1611,toch. В,conflict
2613,,TB,69528,pok,,,50318,ṣalype,,"Fett, Butter, Öl",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1679,toch. В,conflict
3018,,TB,78199,pok,,,58989,sūrma,,Augenkrankheit,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1912,toch. В,conflict
3136,,TB,79709,pok,,,60502,tamāsse,,dunkel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1981,toch. В,conflict
3182,,TB,80496,pok,,,61281,tärk-,,drehen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2004,toch. В,conflict
3215,,TB,81180,pok,,,61965,taṅkw,,Liebe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2020,toch. В,conflict
3228,,TB,81322,pok,,,62107,trai,,drei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2027,toch. В,conflict
3230,,TB,81354,pok,,,62139,täryāka,,dreißig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2027,toch. В,conflict
3298,,TB,82571,pok,,,63356,walo,,König,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081,toch. В,conflict
3298,,TB,82574,pok,,,63359,jältse ,,tausend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081,toch. В,conflict
1011,,TB,82650,pok,,,63435,wes,,wir,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2089,toch. В,conflict
3464,,TB,85870,pok,,,66655,aurtse ,,"weit, breit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2170,toch. В,conflict
3488,,TB,86337,pok,,,67122,wastsi,,Kleid,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2188,toch. В,conflict
3488,,TB,86338,pok,,,67123,wästsi,,Kleid,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2188,toch. В,conflict
3500,,TB,86587,pok,,,67372,ikə,,zwanzig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2201,toch. В,conflict
1923,,TB,57539,pok,,,38329,mit,,Honig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1237,toch. В ,conflict
2849,,TB,74418,pok,,,55208,ṣñaura,,"Sehnen, Nerven",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1811,toch. В ,conflict
331,,,25661,pok,,,6439,mbaj,,"halte an, pflege, beobachte, trage",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228,tosk. geg.,conflict
2223,,,62361,pok,,,43151,pacri-,,"propitius, plācātus",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1441,umbr. päl. marruc. ,conflict
6904,490,,576,liv,74,,576,dunóti,nasal-infix present,"zündet an, verbrennt","ignites, burns",0,4,"4: Aus *dunā́ti, vgl. z.B. kṣiṇó- AV+ ← kṣiṇā́- RV (s. *dʰgʷʰei̯-).","[ved. (AV) dunóti ‘zündet an, verbrennt’{4}","TD, AMB",AMB,07_23_2025_1516,344,nasal-infix present,,ved. (AV),conflict
7090,639,,1011,liv,118,,1011,daghnuyāt,nasal-infix present,würde knapp verfehlen,,0,9,"9: Mit R(e) nach Aor. dhak, dagh-. Nicht hierher aav. aɣžōnuuamna- (s. 1.*g(ʷ)ʰes- ‘verzehren’), s. LIPP 4.8.7.2.",[ved. (KS) Opt. daghnuyāt ‘würde knapp verfehlen’{9},"TD, AMB",AMB,07_23_2025_1516,443,nasal-infix present,,ved. (KS),conflict
6897,484,,565,liv,72,,565,áva adāt,root aorist,hat abgetrennt,has separated,0,,,"ved. (YV) diṣva ‘teile zu!’, (MS) áva adāt ‘hat abgetrennt’{2}","TD, AMB",AMB,07_23_2025_1516,340,root aorist,,ved. (MS),conflict
6897,484,,564,liv,72,,564,diṣva,root aorist,teile zu!,allot!,0,2,"2: Vgl. EWAiaI 717 mit Lit.,‘abtrennen’ ← ‘abteilen’ nur mit áva; kein Zusammenhangmit iir. *dā- ‘mähen’, s. *deH-.","ved. (YV) diṣva ‘teile zu!’, (MS) áva adāt ‘hat abgetrennt’{2}","TD, AMB",AMB,07_23_2025_1516,340,root aorist,,ved. (YV),conflict
6898,484,,566,liv,72,,566,ava-dyáti,zero-grade é-present,trennt ab,separates,0,3,"3: Mit d statt *dh < *dh₂ nach dem Aor. dā- < *deh₂-; ebenso bei dáyate. Morphologische Analyse (nicht *dh₂-i̯é-) nach KULIKOV, Koll. Erlangen 267-79.",ved. (YV) ava-dyáti ‘trennt ab’{3},"TD, AMB",AMB,07_23_2025_1516,340,zero-grade é-present,,ved. (YV),conflict
2288,,,63596,pok,,,44386,*pella,,Fels,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1476,vorrom. (illyr.),conflict
2288,,,63597,pok,,,44387,*palla,,Fels,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1476,vorrom. (illyr.),conflict
3480,,,86188,pok,,,66973,ἱστία,,"Herd, Altar; (übertragen) Haus, Familie usw.",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2184,äol. böot. lokr. dor. ark. ,conflict
554,,,30457,pok,,,11231,δεύω,,"ermangle, fehle, entbehre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,353,äol. hom. ,conflict
402,,,27375,pok,,,8149,φλί̄βω,,"drücke, quetsche",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,274,äol. ion.,conflict
1638,,,52689,pok,,,33479,Πιτάνη,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1064,äol. lakon.,conflict
258,,,24414,pok,,,5192,πᾶχυς ,,"Ellbogen, Unterarm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,186,äol.-dor. ,conflict
1818,,,55546,pok,,,36336,ἀλακάτᾱ,,Spindel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1166,äol.-dor. ,conflict
153,,,22395,pok,,,3173,ozd,,Malzdarre,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,120,čech. apoln. ,conflict
2424,,,66308,pok,,,47098,o-puš,,Schwanz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1564,čech. nsorb. ,conflict
2424,,,66309,pok,,,47099,opyš,,Schwanz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1564,čech. nsorb. ,conflict
272,,,24664,pok,,,5442,ba,,"traun, fürwahr",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,199,čech. poln.,conflict
384,,,27122,pok,,,7896,bli-zna,,Narbe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,261,čech. poln.,conflict
1014,,,41755,pok,,,22529,zima,,Winter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,631,čech. poln.,conflict
1211,,,45730,pok,,,26504,jelec,,vielleicht der Name des im Schlamm lebenden Weißfisches (Squalius vulgaris),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,761,čech. poln.,conflict
2416,,,66218,pok,,,47008,pysk ,,"Schnauze, Maul mit dicken Lippen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1561,čech. poln.,conflict
64,,,20433,pok,,,1211,loni,,"im vorigen Sommer, im vorigen Jahre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,52,čech. poln. ,conflict
3470,,,86038,pok,,,66823,rano,,"die Zeit frühmorgens, die Frühe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2176,čech. poln. ,conflict
3355,,,83662,pok,,,64447,věk,,"Kraft, Lebensalter",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2113,čech. russ.,conflict
764,,,35644,pok,,,16418,níva ,,Acker,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,476,čech. russ. ,conflict
303,,,25072,pok,,,5850,blána,,"Haut, Häutchen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,213,čech. slov.,conflict
153,,,22396,pok,,,3174,ozditi ,,Malz dörren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,120,čech. slov. ,conflict
539,,,30033,pok,,,10807,zdraby ,,"Lumpen, Fetzen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343,čech.-mähr.,conflict
2321,,,64674,pok,,,45464,pochva,,Schwanz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1503,čech.-poln. ,conflict
3446,,,85576,pok,,,66361,wrīten,,"drehen, verdrehen, wringen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2164,(älter) ndrhein. ,unmapped
4006,1004,Gheg,10467,nil,22,,1451,dhéna,*dʰéĝʰ-om-,"Erde, Boden, Land",,1,,,,"TD, AMB",AMB,07_23_2025_1516,,,,? geg,unmapped
4044,599,Mit.,10620,nil,23,,1604,Ar-ta-ta-a-ma,*dʰeh₁-men-,PN,,1,,,,"TD, AMB",AMB,07_23_2025_1516,,,,? mitanni,unmapped
4207,923,Mit.,11251,nil,33,,2235,#NAME?,*(-)ĝónh₁-o-,Volk,,1,,,,"TD, AMB",AMB,07_23_2025_1516,,,,? mitanni,unmapped
5829,2369,CSl.,16676,nil,150,,7660,pastorъky,*(somo)-ph₂tor-,Stiefsohn,,1,,,,"TD, AMB",AMB,07_23_2025_1516,,,,? serb.ksl.,unmapped
6422,3085,Wane.,18512,nil,190,,9496,praw,*sup-tó-,eingeschlafen,,1,,,,"TD, AMB",AMB,07_23_2025_1516,,,,? waṇeci ,unmapped
8066,204,,3144,liv,401,,3144,vr̥ṣat,root aorist,regnet,rain,0,,,"[ved. ávarṣit ‘hat geregnet’, (AVP) vr̥ṣat ‘regnet’{2}","TD, AMB",AMB,07_23_2025_1516,148,root aorist,,AVP,unmapped
4017,1004,,10515,nil,22,,1499,ἐπι-χθόνιος,? *dʰĝʰ-ém-ii̯o-,"irdisch, auf der Erde befindlich",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,HG,unmapped
4017,1004,,10516,nil,22,,1500,κατα-χθόνιος,? *dʰĝʰ-ém-ii̯o-,unterirdisch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,HG,unmapped
4398,1215,,11945,nil,44,,2929,ā́-ghṛṇi-,*gʷʰr̥-n-i-,glühend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,HG,unmapped
6923,505,Ved.,635,liv,79,,635,diśánt-,root aorist,zeigend,showing,0,2a,2a,"ved. ádiṣṭa ‘hat gezeigt’{2}, [Ptz. diśánt-, diśámāna- ‘zeigend’{2a}","TD, AMB",AMB,07_23_2025_1516,354,root aorist,,Ptz.,unmapped
6923,505,Ved.,636,liv,79,,636,diśámāna-,root aorist,zeigend,showing,0,2a,2a,"ved. ádiṣṭa ‘hat gezeigt’{2}, [Ptz. diśánt-, diśámāna- ‘zeigend’{2a}","TD, AMB",AMB,07_23_2025_1516,354,root aorist,,Ptz.,unmapped
6893,495,,556,liv,70,,556,ni.diiātąm,zero-grade i̯é-present,soll angebunden werden,should be bound,0,4,"4: Graphisch für *°diiatąm; KELLENS, Verbe 21-2 mit Anm. 6, 120-1 mit Anm. 4; BEEKES, Gramm. 46, 171, 206; HUMBACH, Die Gathas I 26, II 78; KELLENS-PIRART I 61; nach HUMBACH, The Gāthās II 201 jedoch Passiv zu av. ni.dā ‘niederlegen’.",aav. Ipv. Präs. Med. ni.diiātąm ‘soll angebunden werden’{4},"TD, AMB",AMB,07_23_2025_1516,347,zero-grade i̯é-present,,Unnamed,unmapped
6927,505,GAv.,645,liv,79,,645,daēdōišt,intensive,zeigt,shows,0,,,aav. 3s Inj. daēdōišt ‘zeigt’,"TD, AMB",AMB,07_23_2025_1516,354,intensive,,aa,unmapped
10657,3393,,8641,liv,1122,,8641,ni-uuarāni,root aorist,will umschließen,,1,3,3: Wie im Ved. ist mit Zusammenfall mehrerer Wurzeln zu rechnen.,?aav. Konj. ni-uuarāni ‘will umschließen’{3},"TD, AMB",AMB,07_23_2025_1516,2455,root aorist,,aa,unmapped
3270,,OBav.,82036,pok,,,62821,ūvo,,Uhu,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2061,abair. ,unmapped
3018,,,78208,pok,,,58998,saurr,,"Schmutz, tier. Same",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1912,ablaut.,unmapped
8536,1398,,4030,liv,532,,4030,hlōwan,R(o)i̯e-present,brüllen,to roar / bellow,0,6,"6: Rückbildung zum Perf. *hle-hlō mit o-Stufe, vgl. HARÐARSON 82.",ae. (+) hlōwan ‘brüllen’{6},"TD, AMB",AMB,07_23_2025_1516,1007,R(o)i̯e-present,,ae,unmapped
3628,273,OE,9060,nil,1,,44,bēce,*bʰah₂g-i̯ah₂-n-,Buche,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,ae,unmapped
5840,2297,OE,16726,nil,151,,7710,feld,*pélh₂-tu-,Feld,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,ae,unmapped
2774,,,73237,pok,,,54027,λhαβών,,"nehme, fasse, ergreife",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1765,aegin. ,unmapped
1454,,,49821,pok,,,30595,κρά̄ατος,,Kopf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,925,aeol.,unmapped
3405,,,84978,pok,,,65763,πεδά̄ορος,,"erhoben, hoch schwebend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2148,aeol. ,unmapped
4390,1215,,11954,nil,44,,2938,zjarrë,*gʷʰér-es-,Feuer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,ageg.,unmapped
1275,,,46606,pok,,,27380,hēcen,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,806,agss.,unmapped
6307,2954,,18248,nil,182,,9232,shtúarë,*(-)stah₂-no-,stehend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,alb.ital.,unmapped
2282,,,63471,pok,,,44261,falch,,"falb, bes. von hellbraunem Vieh",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1473,aleman.-rheinfränk. ,unmapped
3182,,,80418,pok,,,61211,tre,,durch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1999,altbret. ,unmapped
3297,,,82546,pok,,,63331,giwald,,"Macht, Herrschaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081,alts.,unmapped
3297,,,82551,pok,,,63336,alowaldo,,Alleinherrscher,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081,alts.,unmapped
3301,,,82608,pok,,,63393,wōdian,,"wüten, rasend, verrückt sein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2086,alts.,unmapped
3303,,,82626,pok,,,63411,uuathan,,suras,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2087,alts.,unmapped
3512,,,86731,pok,,,67516,wōrig,,müde,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2212,alts. ,unmapped
879,,,37944,pok,,,18718,chil,,porrus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,549,amhd.,unmapped
2470,,,66868,pok,,,47658,ruohelen,,"wiehern, brüllen, röcheln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1593,amhd. ,unmapped
3156,,,79967,pok,,,60760,thinsan,,"ziehen, reißen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1992,anld.,unmapped
1017,,,41895,pok,,,22669,glīen,,"schreien, bes. von Raubvögeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,635,anmhd. ,unmapped
5819,2360,,16586,nil,149,,7570,piċ-,? *pe/ou̯k̑-ih₂-,ein Nadelbaum Kiefer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,ashkun,unmapped
4474,715,,12149,nil,49,,3133,uoda,*h₁ōd-o(/ah₂)-,Mücke,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,auch,unmapped
3429,,,85367,pok,,,66152,varət-,,sich wenden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2158,avest.,unmapped
3284,,,82241,pok,,,63026,upəma-,,"der oberste, höchste, nächste",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2068,avs.,unmapped
3940,1006,Bal.,10088,nil,18,,1072,zī(k),? *(ĝʰ)-di̯-es,gestern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,baloči,unmapped
3963,1006,Bal.,10088,nil,18,,1072,zī(k),? *(ĝʰ)-di̯-es,gestern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,baloči,unmapped
5252,1388,Bal.,14699,nil,100,,5683,saγan,ˣk̑e/okʷ-e/on-,"Mist, Dung",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,baloči,unmapped
5642,781,Bal.,15943,nil,135,,6927,haur,*n̥bʰ-ro-,Regen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,baloči ,unmapped
5649,781,Bal.,15973,nil,135,,6957,namb,*nembʰ-o-,"Tau, Nebel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,baloči ,unmapped
3509,,Bal.,86686,pok,,,67471,gwabz ,,"Biene, Wespe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2209,baluchi ,unmapped
