index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
8,190,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,10,\N,377
9,190,deest,verb,desum,dees,conj,4,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'est']",[d̪ɛ̣jɛst̪],10,\N,378
10,190,iam,adverb,iam,iam,advmod:emph,9,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['iam'],[jãː],10,\N,378
11,190,terra,noun,terra,terr,nsubj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ra']",[t̪ɛrra],10,\N,378
12,190,fugae,noun,fuga,fug,nmod,11,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fu', 'gae']",[fʊgaj],10,\N,378
13,190,:,punctuation,:,:,punct,4,\N,\N,[':'],\N,10,\N,378
0,191,pelagus,noun,pelagus,pelag,nsubj,2,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pe', 'la', 'gus']",[pɛlagʷs],10,\N,378
1,191,Troiamne,noun,troiamn,Troiamn,nsubj,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tro', 'iam', 'ne']",[t̪rɔjjamn̪ɛ],10,\N,378
2,191,petemus,verb,peto,petem,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [first], Tense: [future], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'te', 'mus']",[pɛt̪ɛmʊs],10,\N,378
3,191,?,punctuation,?,?,punct,4,\N,\N,['?'],\N,10,\N,378
4,191,"""",verb,ego,"""",conj,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""']",\N,10,\N,378
0,192,Haec,determiner,hic,Haec,obj,1,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],10,\N,379
1,192,ait,verb,aio,ai,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'it']",[ajɪt̪],10,\N,379
2,192,et,coordinating_conjunction,et,et,cc,5,\N,{F: [pos]},['et'],[ɛt̪],10,\N,379
3,192,medius,adjective,medius,med,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['me', 'di', 'us']",[mɛd̪ɪ̣jʊs],10,\N,379
4,192,densos,adjective,densus,dens,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['den', 'sos']",[d̪eːn̪sɔs],10,\N,379
5,192,prorumpit,verb,prorumpo,prorumpi,conj,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'rum', 'pit']",[prɔrʊmpɪt̪],10,\N,379
6,192,in,adposition,in,in,case,7,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,379
7,192,hostis,noun,hostis,host,obl:arg,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hos', 'tis']",[hɔst̪ɪs],10,\N,379
8,192,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,10,\N,379
0,193,Obvius,noun,Obvius,Obv,nsubj:pass,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ob', 'vi', 'us']",[ɔbwɪ̣jʊs],10,\N,380
1,193,huic,determiner,hic,huic,obl:arg,8,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['huic'],[hujk],10,\N,380
2,193,primum,adjective,primus,prim,amod,0,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Numeral: [ordinal], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pri', 'mum']",[prɪmũː],10,\N,380
3,193,",",punctuation,",",",",punct,2,\N,\N,"[',']",\N,10,\N,380
4,193,fatis,noun,fatis,fat,nsubj:pass,5,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'tis']",[fat̪ɪs],10,\N,380
5,193,adductus,verb,adduco,adduct,advcl:abs,8,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'duc', 'tus']",[ad̪d̪ʊkt̪ʊs],10,\N,380
6,193,iniquis,adjective,iniquis,iniqu,obl:arg,5,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['in', 'i', 'quis']",[ɪn̪ɪkʷɪs],10,\N,380
7,193,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,10,\N,380
8,193,fit,verb,fio,fi,root,-1,"{Aspect: [imperfective], InflClass: [lat_i], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['fit'],[fɪt̪],10,\N,381
9,193,Lagus,proper_noun,Lagus,Lag,xcomp,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], NameType: [person_given_name], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'gus']",[lagʷs],10,\N,381
10,193,.,punctuation,.,.,punct,8,\N,\N,['.'],\N,10,\N,381
0,194,Hunc,determiner,hic,Hunc,obj,3,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hunc'],[hʊŋk],10,\N,381
1,194,",",punctuation,",",",",punct,0,\N,\N,"[',']",\N,10,\N,381
2,194,magno,adjective,magnus,magn,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mag', 'no']",[maŋn̪ɔ],10,\N,381
3,194,vellit,verb,vollo,velli,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vel', 'lit']",[wɛɫlɪt̪],10,\N,381
4,194,dum,subordinating_conjunction,dum,dum,mark,9,\N,{F: [pos]},['dum'],[d̪ũː],10,\N,381
5,194,pondere,noun,pondus,ponder,obl,9,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pon', 'de', 're']",[pɔn̪d̪ɛrɛ],10,\N,381
6,194,saxum,noun,saxus,sax,obj,9,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sa', 'xum']",[saksũː],10,\N,381
7,194,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,10,\N,381
8,194,intorto,verb,intor,intort,advcl:abs,9,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['in', 'tor', 'to']",[ɪn̪t̪ɔrt̪ɔ],10,\N,382
9,194,figit,verb,figo,figi,advcl,3,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fi', 'git']",[fɪgɪt̪],10,\N,382
10,194,telo,noun,telus,tel,obl,9,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['te', 'lo']",[t̪ɛlɔ],10,\N,382
11,194,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,10,\N,382
12,194,discrimina,noun,discriminus,discrimin,conj,9,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['dis', 'cri', 'mi', 'na']",[d̪ɪskrɪmɪn̪a],10,\N,382
13,194,costis,noun,costa,cost,nmod,12,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cos', 'tis']",[kɔst̪ɪs],10,\N,382
14,194,per,adposition,per,per,case,15,\N,"{F: [pos], N: [neg], V: [neg]}",['per'],[pɛr],10,\N,383
15,194,medium,adjective,medius,medi,nmod,12,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['me', 'di', 'um']",[mɛd̪ɪ̣jũː],10,\N,383
16,194,qua,pronoun,qui,qu,obl,18,"{Case: [ablative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qua'],[kʷa],10,\N,383
17,194,spina,noun,spina,spin,nsubj,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spi', 'na']",[spɪn̪a],10,\N,383
18,194,dabat,verb,do,daba,acl:relcl,15,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['da', 'bat']",[d̪abat̪],10,\N,383
19,194,",",punctuation,",",",",punct,21,\N,\N,"[',']",\N,10,\N,383
20,194,hastamque,noun,hasta,hast,nsubj,21,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['has', 'tam', 'que']",[hast̪amkʷɛ],10,\N,383
21,194,receptat,verb,recepto,recepta,conj,9,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'cep', 'tat']",[rɛkɛpt̪at̪],10,\N,383
22,194,ossibus,noun,os,oss,obl:arg,21,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['os', 'si', 'bus']",[ɔssɪbʊs],10,\N,384
23,194,haerentem,verb,haereo,haerent,acl,22,"{Aspect: [imperfective], Case: [accusative], Gender: [feminine], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['hae', 'ren', 'tem']",[hajrɛn̪t̪ẽː],10,\N,384
24,194,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,10,\N,384
0,195,Quem,pronoun,qui,Qu,obj,3,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː],10,\N,384
1,195,non,particle,non,non,advmod:neg,3,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],10,\N,384
2,195,super,adposition,super,super,case,1,\N,"{F: [pos], N: [neg], V: [neg]}","['su', 'per']",[sʊpɛr],10,\N,384
3,195,occupat,verb,occupo,occupa,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['oc', 'cu', 'pat']",[ɔkkʊpat̪],10,\N,384
4,195,Hisbo,noun,hisbus,Hisb,obj,3,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['his', 'bo']",[hɪsbɔ],10,\N,384
5,195,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,10,\N,384
6,195,ille,determiner,ille,ille,nsubj,9,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ],10,\N,385
7,195,quidem,particle,quidem,quidem,discourse,9,\N,{F: [pos]},"['qui', 'dem']",[kʷɪd̪ẽː],10,\N,385
8,195,hoc,determiner,hic,hoc,obj,9,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hoc'],[hɔk],10,\N,385
9,195,sperans,verb,spero,spera,advcl,3,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['spe', 'rans']",[spɛraːn̪s],10,\N,385
10,195,:,punctuation,:,:,punct,3,\N,\N,[':'],\N,10,\N,385
0,196,nam,particle,nam,nam,discourse,12,\N,{F: [pos]},['nam'],[n̪ãː],10,\N,385
1,196,Pallas,noun,palla,Pall,nsubj,12,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pal', 'las']",[paɫlas],10,\N,385
2,196,ante,adposition,ante,ante,case,3,\N,"{F: [pos], N: [neg], V: [neg]}","['an', 'te']",[an̪t̪ɛ],10,\N,385
3,196,ruentem,verb,ruo,ruent,nmod,1,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ru', 'en', 'tem']",[rʊjɛn̪t̪ẽː],10,\N,385
4,196,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N,10,\N,385
5,196,dum,subordinating_conjunction,dum,dum,mark,6,\N,{F: [pos]},['dum'],[d̪ũː],10,\N,386
6,196,furit,verb,furio,furi,advcl,12,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fu', 'rit']",[fʊrɪt̪],10,\N,386
7,196,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,10,\N,386
8,196,incautum,adjective,incautus,incaut,obj,12,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'cau', 'tum']",[ɪŋkawt̪ũː],10,\N,386
9,196,crudeli,adjective,crudelis,crudel,amod,10,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cru', 'de', 'li']",[krʊd̪ɛlɪ],10,\N,386
10,196,morte,noun,mors,mort,obl,12,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mor', 'te']",[mɔrt̪ɛ],10,\N,386
11,196,sodalis,adjective,sodalis,sodal,xcomp,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['so', 'da', 'lis']",[sɔd̪alɪs],10,\N,386
12,196,excipit,verb,excipio,excipi,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'ci', 'pit']",[ɛkskɪpɪt̪],10,\N,387
13,196,atque,coordinating_conjunction,atque,atque,cc,18,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],10,\N,387
14,196,ensem,noun,ens,ens,nsubj,18,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['en', 'sem']",[eːn̪sẽː],10,\N,387
15,196,tumido,noun,tumidus,tumid,obl,18,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tu', 'mi', 'do']",[t̪ʊmɪd̪ɔ],10,\N,387
16,196,in,adposition,in,in,case,17,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,387
17,196,pulmone,noun,pulmo,pulmon,obl,18,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pul', 'mo', 'ne']",[pʊɫmɔn̪ɛ],10,\N,387
18,196,recondit,verb,recondo,recondi,conj,12,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'con', 'dit']",[rɛkɔn̪d̪ɪt̪],10,\N,387
19,196,.,punctuation,.,.,punct,12,\N,\N,['.'],\N,10,\N,387
0,197,Hinc,adverb,hinc,Hinc,advmod:lmod,2,"{AdverbialType: [location], Case: [locative], PronominalType: [demonstrative]}","{F: [neg], N: [pos], V: [pos]}",['hinc'],[hɪŋk],10,\N,388
1,197,Sthenium,noun,Sthenium,Stheni,nsubj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sthe', 'ni', 'um']",[st̪ʰɛn̪ɪ̣jũː],10,\N,388
2,197,petit,verb,peto,peti,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'tit']",[pɛt̪ɪt̪],10,\N,388
3,197,et,coordinating_conjunction,et,et,cc,4,\N,{F: [pos]},['et'],[ɛt̪],10,\N,388
4,197,Rhoeti,verb,rhoeo,Rhoet,conj,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['rhoe', 'ti']",[rojt̪ɪ],10,\N,388
5,197,de,adposition,de,de,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['de'],[d̪ɛ],10,\N,388
6,197,gente,noun,gens,gent,obl,4,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['gen', 'te']",[gɛn̪t̪ɛ],10,\N,388
7,197,vetusta,verb,vo,vetust,acl,6,"{Aspect: [perfective], Case: [ablative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ve', 'tus', 'ta']",[wɛt̪ʊst̪a],10,\N,388
8,197,Anchemolum,noun,anchemolus,Anchemol,obj,7,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['an', 'che', 'mo', 'lum']",[aŋkʰɛmɔɫũː],10,\N,389
9,197,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,10,\N,389
10,197,thalamos,noun,thalamus,thalam,obj,12,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['tha', 'la', 'mos']",[t̪ʰalamɔs],10,\N,389
11,197,ausum,verb,audeo,aus,acl,10,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['au', 'sum']",[awsũː],10,\N,389
12,197,incestare,verb,incesto,incestar,conj,2,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'ces', 'ta', 're']",[ɪŋkɛst̪arɛ],10,\N,389
13,197,novercae,adjective,novercus,noverc,obl:arg,11,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['no', 'ver', 'cae']",[n̪ɔwɛrkaj],10,\N,389
14,197,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,10,\N,389
0,198,Vos,determiner,ves,V,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['vos'],[wɔs],10,\N,390
1,198,etiam,adverb,etiam,etiam,advmod:emph,0,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['e', 'ti', 'am']",[ɛt̪ɪ̣jãː],10,\N,390
2,198,",",punctuation,",",",",punct,3,\N,\N,"[',']",\N,10,\N,390
3,198,gemini,noun,geminus,gemin,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'mi', 'ni']",[gɛmɪn̪ɪ],10,\N,390
4,198,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,10,\N,390
5,198,Rutulis,noun,rutula,Rutul,conj,6,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ru', 'tu', 'lis']",[rʊt̪ʊlɪs],10,\N,390
6,198,cecidistis,noun,cecidosta,cecidist,conj,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ce', 'ci', 'dis', 'tis']",[kɛkɪd̪ɪst̪ɪs],10,\N,390
7,198,in,adposition,in,in,case,8,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,390
8,198,agris,noun,agr,agr,nmod,6,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'gris']",[agrɪs],10,\N,390
9,198,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,10,\N,390
10,198,Daucia,noun,Daucia,Dauc,conj,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['dau', 'ci', 'a']",[d̪awkɪ̣ja],10,\N,391
11,198,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,10,\N,391
12,198,Laride,noun,laris,Larid,conj,10,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ri', 'de']",[larɪd̪ɛ],10,\N,391
13,198,Thymberque,noun,thymberqum,Thymbe,flat,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['thym', 'ber', 'que']",[t̪ʰymbɛrkʷɛ],10,\N,391
14,198,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N,10,\N,391
15,198,simillima,adjective,similis,simillim,conj,10,"{Case: [nominative], Degree: [absolute_superlative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['si', 'mil', 'li', 'ma']",[sɪmɪɫlɪma],10,\N,391
16,198,proles,noun,proles,prol,conj,15,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pro', 'les']",[prɔlɛs],10,\N,391
17,198,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N,10,\N,391
18,198,indiscreta,adjective,indiscretus,indiscret,amod,20,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'dis', 'cre', 'ta']",[ɪn̪d̪ɪskrɛt̪a],10,\N,392
19,198,suis,determiner,suus,su,det,20,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'is']",[sujs],10,\N,392
20,198,gratusque,adjective,gratus,grat,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['gra', 'tus', 'que']",[grat̪ʊskʷɛ],10,\N,392
21,198,parentibus,noun,parens,parent,nmod,20,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ren', 'ti', 'bus']",[parɛn̪t̪ɪbʊs],10,\N,392
22,198,error,noun,error,erro,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['er', 'ror']",[ɛrrɔr],10,\N,392
23,198,;,punctuation,;,;,punct,0,\N,\N,[';'],\N,10,\N,392
0,199,at,verb,at,at,nsubj,3,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['at'],[at̪],10,\N,393
1,199,nunc,adverb,nunc,nunc,advmod:tmod,3,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['nunc'],[n̪ʊŋk],10,\N,393
2,199,dura,adjective,durus,dur,obj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['du', 'ra']",[d̪ʊra],10,\N,393
3,199,dedit,verb,do,dedi,root,-1,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'dit']",[d̪ɛd̪ɪt̪],10,\N,393
4,199,vobis,determiner,vobus,vob,obl:arg,3,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['vo', 'bis']",[wɔbɪs],10,\N,393
5,199,discrimina,noun,discriminus,discrimin,obj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['dis', 'cri', 'mi', 'na']",[d̪ɪskrɪmɪn̪a],10,\N,393
6,199,Pallas,noun,palla,Pall,nmod,5,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pal', 'las']",[paɫlas],10,\N,393
7,199,:,punctuation,:,:,punct,3,\N,\N,[':'],\N,10,\N,393
0,200,nam,particle,nam,nam,discourse,3,\N,{F: [pos]},['nam'],[n̪ãː],10,\N,394
